Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,Reef_Regime
8536,10327713,Donner,17.785,-64.609,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,US Virgin Islands,St. Croix,Buck Island,265.51,Exposed,0.0631,65.39,15,1,2006,12.0,nd,0.0,0.0,16.7,298.92,299.68,300.38,296.63,303.76,1.18,8.0,0.4,1,0.0,-2.84,2.3,16,4.16,20,3,0,2.24,13.86,1.16,-2.21,1.18,-5.25,1.87,-1.5,3,1.33,5,0,0,0.92,6.89,0.25,1/15/2006,nd,nd,nd,Degraded
9618,10309332,Reef_Check,11.5653,109.1234,Pacific,109.7.24.1E.11.33.55.19N,Central Indo-Pacific,South Vietnam,Vietnam,Ninh Thuan Province,Thanh Hai,nd,443.05,Sometimes,0.0,49.69,12,6,2009,8.5,Nutrient Indicator Algae,5.0,0.0,0.0,299.76,302.41,299.6,294.88,305.1,1.83,5.0,1.97,1.19,0.0,-4.27,3.99,7,7.22,36,9,2.78,5.02,33.42,3.89,1.28,1.83,-6.25,3.97,-1.52,0,4.15,22,4,0,3.13,22.52,1.65,6/12/2009,nd,nd,nd,Degraded
2242,10324082,Donner,12.538,-81.686,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Colombia,San Andres and Providencia,San Andres,Trampa tortugas,2014.18,Exposed,0.0297,81.37,15,9,2005,10.0,nd,0.0,0.0,2.0,301.71,303.7,300.75,297.48,305.2,0.96,4.0,2.14,1,0.0,-3.21,3.71,12,4.35,19,3,10.28,2.52,14.85,1.32,1.97,0.96,-4.25,3.47,-0.96,5,1.9,9,1,2.13,1.39,10.58,0.47,9/15/2005,nd,nd,nd,Degraded
4984,10013,Kumagai,24.3349,124.2367,Pacific,nd,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,1111.54,Exposed,0.0367,64.82,28,8,2016,15.0,nd,0.0,0.0,30.5,300.43,303.32,298.93,293.4,304.87,2.45,4.0,1.34,0.89,0.0,-3.39,3.04,29,7.32,36,6,15.32,3.86,21.03,2.29,1.13,2.45,-8.78,2.67,-3.25,5,1.67,7,1,7.33,1.33,9.71,0.38,8/28/2016,nd,nd,Bleaching percentage averaged from code: Moderate (11-50% Bleached),Degraded
5261,10312321,Reef_Check,24.3402,123.6929,Pacific,123.41.34.53E.24.20.24.66N,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,787.87,Exposed,0.0308,77.61,8,6,2001,10.0,Hard Coral,46.88,0.0,0.0,301.96,301.78,299.24,293.73,305.41,2.38,6.0,0.91,0.93,0.0,-3.31,3.81,10,6.26,31,7,7.12,3.62,26.01,2.54,-0.59,2.38,-8.63,3.03,-3.12,0,1.32,5,0,0,1.1,7.17,0.36,6/8/2001,nd,nd,nd,Transitional
181,10314932,Reef_Check,-27.472,153.4099,Pacific,153.24.35.8E.27.28.19.3S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,380.57,Sheltered,0.2787,47.92,31,10,2015,2.0,Nutrient Indicator Algae,2.5,0.0,6.25,262.15,297.14,296.0,289.93,303.87,2.87,7.0,1.02,0.98,0.0,-3.14,4.55,17,5.69,28,7,14.69,4.58,27.18,2.98,-2.67,2.87,-9.87,4.05,-3.8,1.33,2.13,8,1,0,1.9,13.1,0.62,10/31/2015,nd,nd,nd,Degraded
2975,10317496,Reef_Check,25.15,35.85,Red Sea,35.51E.25.9N,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,nd,87712.94,Exposed,0.0307,47.53,15,5,2004,10.5,Nutrient Indicator Algae,0.0,0.0,0.0,300.52,298.23,299.27,293.72,304.97,2.65,5.0,-0.38,0.95,0.0,-3.34,3.33,13,6.93,33,7,0,3.76,20.57,2.54,-4.62,2.65,-9.13,2.11,-3.57,1,1.98,9,1,0,1.42,11.71,0.4,5/15/2004,nd,nd,nd,Degraded
3594,10314713,Reef_Check,-16.4994,-151.784,Pacific,151.47.039W.16.29.965S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,953.11,Exposed,0.0264,48.84,13,10,2011,7.0,Hard Coral,9.38,0.0,0.0,300.81,299.38,300.88,297.86,304.29,1.06,7.0,-0.77,0.67,0.0,-2.94,2.31,0,2.72,13,2,0,1.54,9.44,0.92,-2.63,1.06,-4.15,2.27,-1.12,0,1.28,7,0,0,0.84,7.66,0.27,10/13/2011,nd,nd,nd,Degraded
5982,10308236,Reef_Check,4.8195,103.6875,Pacific,103.41.25E.4.49.17N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Kuala Dungun,nd,782.79,Exposed,0.0513,49.82,12,9,2013,10.0,Nutrient Indicator Algae,0.62,0.0,0.0,302.14,303.17,301.78,296.85,305.52,1.31,2.0,1.05,0.93,0.0,-3.72,3,16,6.25,32,6,8.65,3.52,19.54,2.35,-0.03,1.31,-6.34,2.31,-1.41,2,2.07,10,1,0,1.4,13.65,0.38,9/12/2013,nd,nd,nd,Degraded
7728,10318530,Reef_Check,13.7515,-61.0055,Atlantic,61.0055W.13.7515N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Saint Lucia,Laborie,nd,nd,833.54,Sometimes,0.0517,53.12,25,3,2003,2.0,Nutrient Indicator Algae,48.75,0.0,0.0,262.15,299.88,300.5,296.67,304.32,1.11,5.0,0.16,0.77,0.0,-3.69,2.96,0.75,5.23,26.25,3.5,0,2.54,17.59,1.33,-2.02,1.11,-5.23,2.41,-1.39,0.25,1.54,7.75,0.5,0,1.08,9.78,0.34,3/25/2003,nd,nd,nd,Transitional
5259,10312374,Reef_Check,24.2819,123.7333,Pacific,123.43.59.8E.24.16.54.8N,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,1050.32,Exposed,0.0317,73.79,19,11,2005,12.0,Nutrient Indicator Algae,0.0,0.0,0.0,297.46,298.57,299.18,294.01,304.76,2.39,13.0,-0.35,0.92,0.0,-3.58,2.88,2,5.99,29,7,0,3.43,24.33,2.45,-3.7,2.39,-8.26,2.49,-3.08,0,1.15,6,0,0,1.01,8.07,0.33,11/19/2005,nd,nd,nd,Degraded
5593,10311236,Reef_Check,4.3004,118.8407,Pacific,118.50.44E.4.18.025N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Danawan Island,nd,1593.49,Sheltered,0.0876,54.47,25,4,2015,9.0,Hard Coral,30.62,0.0,2.75,302.33,303.01,301.82,298.32,304.72,0.95,2.0,0.47,0.8,0.0,-3.26,2.78,5,3.96,22,4,0,2.39,15.96,1.62,0.43,0.95,-4.25,2.13,-0.75,0,1.72,10,1,0,0.98,7.99,0.43,4/25/2015,nd,nd,nd,Transitional
5758,10310614,Reef_Check,7.1015,117.0788,Pacific,117.04.73E.7.06.09N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Banggi Island,nd,160.84,Sheltered,0.0,54.04,31,5,2000,9.0,Hard Coral,8.75,0.0,0.0,303.17,301.53,302.1,296.73,305.43,1.27,3.0,-1.61,0.86,0.0,-3.35,3.13,9,4.7,23,6,3.63,2.65,17.92,2,-1.66,1.27,-6.46,2.24,-1.08,4,1.96,8,1,1.22,1.27,7.37,0.59,5/31/2000,nd,nd,nd,Degraded
5717,10310751,Reef_Check,6.4833,117.8932,Pacific,117.53.593E.6.28.998N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Beluran District,nd,3615.58,Sometimes,0.0757,54.44,25,7,2019,15.5,Hard Coral,25.62,0.0,0.12,303.12,301.97,302.31,296.76,305.52,1.23,3.0,-0.99,0.85,0.0,-3.88,2.71,4,4.3,19,5,3.03,2.38,13.1,1.87,-1.22,1.23,-6.42,2.32,-0.87,2,2.01,9,2,2.97,1.27,7.08,0.66,7/25/2019,nd,nd,nd,Degraded
9966,10290513,McClanahan,-22.7396,43.3162,Indian,nd,Western Indo-Pacific,South Madagascar,Madagascar,Toliara Province,Tsiandamba,Tsandamba,2481.23,Exposed,0.0811,27.39,20,3,2016,10.0,nd,14.76,0.0,97.22,299.96,303.42,299.69,295.1,305.66,2.1,5.0,1.47,0.9,0.0,-4.93,3.71,5,3.92,17,5,1.14,2.64,16.01,1.93,0.88,2.1,-7.44,3.11,-2.84,0,1.7,7,1,0,1.39,9.76,0.46,3/20/2016,nd,Julien Leblond,nd,Degraded
9276,10328633,Donner,17.789,-64.611,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,US Virgin Islands,St. Croix,H41,183.09,Exposed,0.0631,65.39,15,10,2005,3.4,nd,0.0,0.0,72.0,301.18,302.12,300.38,296.97,304.05,1.18,6.0,0.28,1,0.0,-2.85,2.54,16,4.33,24,3,9.31,2.14,15.28,1.05,0.24,1.18,-4.9,2.16,-1.49,2,1.05,5,0,2.34,0.72,6.78,0.23,10/15/2005,nd,nd,nd,Degraded
7323,10319664,Reef_Check,10.0113,125.0161,Pacific,720992E.1107335N,Central Indo-Pacific,South-east Philippines,Philippines,Eastern Visayas,Southern Leyte,nd,238.89,Sheltered,0.0514,56.67,16,2,2007,6.0,Nutrient Indicator Algae,0.0,0.0,1.0,300.51,300.67,301.33,297.8,304.6,1.17,5.0,0.86,0.8,0.0,-3.05,2.98,1,4.77,23,5,0,3.01,18.05,1.88,-1.55,1.17,-4.42,2.37,-0.87,0,2.58,11,2,0,1.91,14.86,0.78,2/16/2007,nd,nd,nd,Degraded
2931,10316972,Reef_Check,27.915,34.3598,Red Sea,34.22.0E27.55.0N,Western Indo-Pacific,North and central Red Sea,Egypt,South Sinai Governorate,Sharm El-Sheikh,nd,50.76,Sheltered,0.0413,47.9,11,6,2003,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,262.15,299.26,298.28,292.87,303.89,2.4,5.0,0.22,1.06,0.0,-4.4,3.92,10,6.77,38,7.33,3.4,4,25.08,2.86,-2.01,2.4,-8.39,2.61,-2.99,0.33,2.22,8.67,2,0,1.87,11.05,0.71,6/11/2003,nd,nd,nd,Degraded
6438,10326284,Donner,18.6806,-87.7113,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,956.77,Sometimes,0.0286,49.1,15,12,2005,14.8,nd,0.0,0.0,30.5,262.15,299.85,300.88,297.55,304.62,1.2,6.0,-0.34,1,0.0,-3.77,3.18,8.67,2.93,14.33,2.33,0.88,1.57,9.01,0.85,-2.4,1.2,-4.7,2.35,-1.37,2.67,1.12,4.67,0,0.53,0.79,6.68,0.24,12/15/2005,Number of colonies observed: 26 ; Number of bleached colonies: 13,Number of colonies observed: 26 ; Number of bleached colonies: 13,Bleaching percentage averaged from code: Moderate (11-50% Bleached),Degraded
7326,10319641,Reef_Check,10.0158,125.0125,Pacific,720595E.1107832N,Central Indo-Pacific,South-east Philippines,Philippines,Eastern Visayas,Southern Leyte,nd,247.86,Sheltered,0.0514,56.67,28,11,2006,9.0,Nutrient Indicator Algae,0.0,0.0,1.88,300.39,301.59,301.33,297.8,304.6,1.17,6.0,0.22,0.8,0.0,-3.05,2.98,3,4.77,23,5,0,3.01,18.05,1.88,-0.63,1.17,-4.42,2.37,-0.87,0,2.58,11,2,0,1.91,14.86,0.78,11/28/2006,nd,nd,nd,Degraded
1132,10313689,Reef_Check,-16.0333,145.8392,Pacific,145.50.21E.16.2.0S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,39132.58,Sheltered,0.0641,49.35,12,4,2009,4.0,Hard Coral,52.5,0.0,1.5,298.94,300.5,299.62,295.11,304.73,1.93,6.0,0.1,0.84,0.0,-3.11,4.07,4,5.45,30,5,2.69,2.96,19.8,1.83,-1.58,1.93,-6.96,2.64,-2.45,3,1.4,6,1,2.56,1.16,7.37,0.47,4/12/2009,nd,nd,nd,Healthy_Coral
9828,21143,Safaie,5.8695,-162.0752,Pacific,nd,Eastern Indo-Pacific,Line Islands north-east Kiribati,United States,United States Minor Outlying Islands,Palmyra Atoll,nd,439.08,Exposed,0.0366,46.64,15,7,2009,20.0,nd,0.0,0.0,0.0,301.58,300.85,301.02,295.98,304.35,1,6.0,-0.41,0.88,0.0,-4.58,3.02,2,6.14,30,6,2.68,3.11,17.36,1.99,-0.92,1,-5.78,2.57,-0.74,1,2.86,11,1,1.02,1.74,14.67,0.59,7/15/2009,nd,nd,nd,Degraded
999813,10330129,AGRRA,21.8087,-81.195,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Matanzas,nd,Medanos Vizcainos 2 (profundo),20835.22,Exposed,0.0422,54.88,15,3,2001,12.5,nd,0.0,0.0,0.0,300.06,299.26,301.22,297.44,305.61,1.77,5.0,-0.06,0.68,0.0,-3.31,2.46,1,3.55,18,3,0,1.82,10.46,1.02,-4.31,1.77,-6.12,2.03,-2.34,0,1.18,6,0,0,0.92,7.32,0.28,3/15/2001,nd,nd,nd,Degraded
1120,10313706,Reef_Check,-16.2423,145.8597,Pacific,145.51.58E.16.14.54S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Opal Reef,nd,40378.83,Sheltered,0.0695,50.97,20,5,2006,5.0,Nutrient Indicator Algae,0.62,0.0,0.0,297.46,298.08,299.6,294.11,306.36,2.07,7.0,-0.57,0.88,0.0,-3.62,4.82,6,5.63,26,6,0,3.31,18.81,2.17,-4.18,2.07,-8.14,4.09,-2.65,0,1.53,6,1,0,1.44,10.14,0.56,5/20/2006,nd,nd,nd,Degraded
4371,10321023,Reef_Check,6.0764,95.1129,Indian,95.6.46.5E.6.4.35.1N,Western Indo-Pacific,Strait of Malacca,Indonesia,Aceh,We Island,nd,78.94,Exposed,0.0524,46.19,29,10,2005,10.0,Hard Coral,38.12,0.0,0.0,301.25,302.68,301.99,298.69,305.11,1.02,4.0,1.13,0.86,0.0,-3.35,2.82,4,5.17,25,5,1.03,2.8,19.96,1.73,-0.17,1.02,-4.15,2.25,-0.85,1,2.65,13,1,0,1.67,18.01,0.53,10/29/2005,nd,nd,nd,Transitional
6408,10325778,Donner,20.052,-87.4663,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,12,2005,6.55,nd,0.0,0.0,75.0,299.31,298.47,300.78,296.26,307.65,1.37,5.0,-1.55,1,0.0,-5.38,6,9,2.73,11,3,0,2.98,27.48,1.56,-3.7,1.37,-5.9,5.48,-1.38,6,1.83,8,1,0,2.44,26.57,0.81,12/15/2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,nd,Degraded
1144,10313587,Reef_Check,-14.9289,145.6771,Pacific,145.40.625E.14.55.735S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Ribbon No 10 Reef,nd,35235.77,Sheltered,0.0949,48.77,13,3,2005,5.0,Nutrient Indicator Algae,10.62,0.0,0.05,300.3,300.22,299.55,294.89,305.58,1.87,5.0,-1.1,0.86,0.0,-3.5,4.28,0,6.11,29,6,0,3.26,16.11,2.12,-1.7,1.87,-7.02,3.65,-2.35,0,1.33,5,1,0,1.21,7.71,0.48,3/13/2005,nd,nd,nd,Degraded
3714,10320682,Reef_Check,15.9542,-86.5178,Atlantic,86.31.065W.15.57.253N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Cayos Cochinos,nd,1137.39,Sheltered,0.0787,49.45,10,4,2007,7.0,Nutrient Indicator Algae,38.75,0.0,2.0,301.39,302.62,301.21,297.63,305.55,1.31,6.0,1.59,0.88,0.0,-3.23,3.47,12,5.05,23,6,2.53,3,17.42,2.12,-0.06,1.31,-5.04,2.86,-1.46,6,2.18,8,1,0,1.7,9.1,0.65,4/10/2007,nd,nd,nd,Transitional
13971,10276503,FRRP,26.0594,-80.0987,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Broward County,nd,12154.0,Exposed,0.0473,56.97,2,10,2015,9.9,nd,0.0,0.0,13.33,299.53,302.3,299.73,294.13,304.77,2.15,3.0,0.69,0.78,0.0,-3.06,2.6,12,3.38,13,4,2.53,2.08,11.17,1.38,-0.35,2.15,-8.51,2.11,-2.91,2,0.81,4,0,2.52,0.64,5.13,0.17,10/2/2015,nd,completed by CKiel 85F bottom temp diseased corals at site: MCAV OFAV SSID bleached palythoa No landscape images,nd,Degraded
7182,10312614,Reef_Check,10.1069,123.9681,Pacific,123.58.5E.10.6.24.9N,Central Indo-Pacific,South-east Philippines,Philippines,Central Visayas,Bohol,nd,1425.78,Sheltered,0.0,57.39,28,5,2002,10.0,Fleshy Seaweed,0.62,0.0,0.0,302.7,302.29,301.72,296.91,305.04,1.25,2.0,-0.36,0.85,0.0,-3.16,2.57,6,5.44,28,6,0,3.08,21.75,2.02,-0.45,1.25,-5.82,2.29,-1.0,4,3.62,22,2,0,2.04,16.68,0.82,5/28/2002,nd,nd,nd,Degraded
3726,10320573,Reef_Check,15.9538,-86.4736,Atlantic,86.28.419W.15.57.230N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Cayos Cochinos,nd,150.95,Sheltered,0.0716,49.45,16,3,2006,13.0,Hard Coral,6.88,0.0,0.0,301.16,299.89,301.19,297.42,305.35,1.31,6.0,-0.69,0.88,0.0,-3.4,3.28,13,4.98,22,6,1.1,2.97,16.26,2.16,-2.8,1.31,-5.26,2.65,-1.49,3,2.13,9,1,0,1.65,10.43,0.65,3/16/2006,nd,nd,nd,Degraded
7865,10315575,Reef_Check,-10.2517,166.2564,Pacific,166.15.23E.10.15.6S,Central Indo-Pacific,Vanuatu,Solomon Islands,Temotu Province,Reef Islands,nd,5012.0,Sheltered,0.0837,44.38,10,8,2012,9.0,Hard Coral,25.62,0.0,0.0,262.15,301.71,301.77,298.01,305.47,1.02,5.0,0.95,0.82,0.0,-3.31,3.12,6.12,4.16,17.38,4.88,3.07,2.56,15.39,1.75,-0.81,1.02,-4.5,2.94,-0.74,1.12,2.09,9.38,1.5,0.43,1.48,10.55,0.67,8/10/2012,nd,nd,nd,Degraded
3782,10320739,Reef_Check,16.3372,-86.5669,Atlantic,86.34.01W.16.20.14N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Sandy Bay,nd,442.27,Exposed,0.0309,47.29,5,9,2003,6.0,Nutrient Indicator Algae,16.25,0.0,0.0,262.15,302.37,301.07,297.7,305.17,1.21,4.0,0.01,0.79,0.0,-3.29,3.73,4.5,3.76,17.83,4.33,1,2.26,13.59,1.6,-0.03,1.21,-4.69,2.76,-1.32,0.5,1.52,6.5,1,0.38,1.28,9.86,0.5,9/5/2003,nd,nd,nd,Degraded
4154,10321028,Reef_Check,2.1167,96.6667,Indian,96.40E.2.07N,Western Indo-Pacific,West Sumatra,Indonesia,Aceh,Simeulue Regency,nd,28.87,Exposed,0.0,46.92,21,3,2001,3.0,Hard Coral,20.62,0.0,0.0,303.24,301.63,302.83,298.52,306.35,1.01,3.0,-1.54,0.95,0.0,-3.85,3.11,2,5.65,23,7,0,3.38,17.42,2.43,-1.63,1.01,-4.73,3.08,-0.42,2,3.07,16,3,0,2.12,13.89,1.11,3/21/2001,nd,nd,nd,Degraded
5906,10311075,Reef_Check,4.1043,118.6352,Pacific,118.38.6.6E.4.6.15.5N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Sipadan Island Park,nd,1061.67,Sheltered,0.0644,54.37,17,11,2015,5.0,Hard Coral,74.38,0.0,0.0,301.07,301.45,301.87,298.08,305.38,0.97,3.0,-0.54,0.81,0.0,-3.29,2.94,4,3.68,16,4,0,2.11,13.67,1.59,-1.18,0.97,-4.54,2.75,-0.75,4,1.37,7,1,0,0.91,5.23,0.37,11/17/2015,nd,nd,nd,Healthy_Coral
2118,10309860,Reef_Check,22.354,114.3662,Pacific,114.21.975E.22.21.238N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,35.46,Sheltered,0.2506,52.89,2,8,2008,4.0,Hard Coral,38.75,0.0,0.0,301.54,302.11,296.87,285.26,305.1,4.21,5.0,0.19,1.35,0.0,-5.92,7.97,9,5.83,28,10,5.05,5.94,52.14,4.53,0.16,4.21,-16.69,3.14,-5.07,2,1.51,6,1,1.28,1.3,12.57,0.42,8/2/2008,nd,nd,nd,Transitional
59,10313967,Reef_Check,-19.1692,146.8469,Pacific,146.51E.19.09S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,224.53,Exposed,0.2173,43.52,24,10,2015,5.0,Hard Coral,24.38,0.0,2.25,301.69,299.68,299.09,292.57,306.11,2.92,6.0,-0.09,1.02,0.0,-3.32,3.72,13,5.73,32,8,1.2,3.68,19.04,3.14,-2.79,2.92,-9.89,3.63,-3.37,1,2.17,11,2,0,1.87,15.84,0.71,10/24/2015,nd,nd,nd,Degraded
9583,10321461,Reef_Check,8.7471,106.6304,Pacific,NSBaiOngCuong,Central Indo-Pacific,South Vietnam,Vietnam,Vungtau-Baria,Con Dao,nd,157.15,Exposed,0.0,49.29,20,6,2002,5.0,Hard Coral,29.38,0.0,0.0,262.15,302.41,300.77,295.5,306.02,1.86,4.0,0.07,0.92,0.0,-3.31,3.56,2.14,6.46,32.14,6,0.57,3.81,24.9,2.37,-0.34,1.86,-7.24,3.27,-1.97,0.14,2.15,10.14,1,0.17,1.48,10.93,0.49,6/20/2002,nd,nd,nd,Degraded
3586,10314627,Reef_Check,-16.5295,-151.7723,Pacific,151.46.337W.16.31.771S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,275.36,Sheltered,0.0261,47.68,23,11,2016,1.5,Nutrient Indicator Algae,35.62,0.0,0.0,301.53,302.31,300.85,297.89,304.33,1.09,6.0,1.42,0.71,0.0,-3.22,2.78,8,3.44,14,3,5.7,1.82,9.99,1.1,0.34,1.09,-4.07,2.35,-1.11,4,1.7,7,1,0,1.01,6.47,0.35,11/23/2016,nd,nd,nd,Transitional
3132,10316178,Reef_Check,-16.8409,178.2981,Pacific,178.17.885E.16.50.452S,Central Indo-Pacific,Fiji,Fiji,Vanua Levu Group,Yadua Island,nd,999.49,Sheltered,0.0582,43.95,21,8,2003,10.0,Fleshy Seaweed,0.0,0.0,0.0,298.94,298.54,300.35,295.33,304.16,1.47,5.0,-0.02,0.87,0.0,-3.41,3.42,3,5.46,27,6,0,2.96,20.2,2.09,-3.38,1.47,-6.58,2.24,-1.55,1,1.33,6,1,0,0.98,7.53,0.44,8/21/2003,nd,nd,nd,Degraded
13159,10275659,FRRP,25.0259,-80.3906,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,6327.0,Exposed,0.1005,60.51,21,9,2012,4.9,nd,0.0,0.0,2.19,300.16,302.45,299.81,293.77,305.26,2.37,4.0,0.29,0.89,0.0,-3.63,4.23,3,4.73,26,6,0,2.64,14.68,2.01,-0.59,2.37,-9.27,2.21,-3.22,0,1.35,7,0,0,0.9,9.88,0.21,9/21/2012,nd,nd,nd,Degraded
8256,10327540,Donner,7.3167,99.25,Indian,nd,Western Indo-Pacific,Andaman Sea,Thailand,Trang,Ko Kradan,Hat Chao Mai,200.44,Exposed,0.0936,48.4,15,5,2010,0.0,nd,0.0,0.0,85.0,303.42,305.75,302.78,298.82,306.14,1.15,3.0,1.82,1,0.0,-3.68,2.44,10,5.35,25,7,9.88,3.47,22.18,2.46,1.81,1.15,-5.11,2.2,-1.15,4,2.81,13,1,6.89,1.87,19.04,0.58,5/15/2010,nd,nd,nd,Degraded
3580,10314738,Reef_Check,-16.5397,-151.7887,Pacific,151.47.324W.16.32.380S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,2350.5,Sheltered,0.0258,47.68,20,10,2003,1.1,Nutrient Indicator Algae,0.0,0.0,0.0,300.72,300.04,300.9,297.5,305.16,1.07,6.0,-0.17,0.67,0.0,-2.75,3.22,1,3.04,13,3,0,1.67,9.54,0.95,-2,1.07,-4.53,3.11,-1.13,1,1.61,7,1,0,1.02,6.9,0.39,10/20/2003,nd,nd,nd,Degraded
8742,10328083,Donner,25.1096,-80.36,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,2841.86,Sometimes,0.1629,58.32,15,6,1998,0.0,nd,0.0,0.0,75.0,302.5,302.7,299.77,293.58,305.27,2.45,3.0,1.2,1,0.0,-3.96,4.63,5,4.79,24,6,2.02,2.72,15.8,2.3,-0.42,2.45,-9.53,2.14,-3.34,4,1.04,5,0,0,0.7,5.19,0.21,6/15/1998,Severely bleached,Severely bleached,Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
3796,10324838,Donner,9.288,79.1733,Indian,nd,Western Indo-Pacific,North Sri Lanka and east India,India,Tamil Nadu,Pamban,nd,412.74,Sheltered,0.1704,39.97,15,4,2002,0.0,nd,0.0,0.0,49.7,303.8,305.53,301.96,297.62,307.19,1.54,2.0,1.68,1,0.0,-3.34,3.37,1,4.93,26,6,1.44,2.93,21.22,2.43,1.56,1.54,-6.34,3.22,-2.0,1,1.36,6,1,1.13,1.4,12.69,0.53,4/15/2002,The northern side of Mandapam (Zone-1) showed a minimum of 49.7% coral bleaching.,The northern side of Mandapam (Zone-1) showed a minimum of 49.7% coral bleaching.,nd,Degraded
2200,10319893,Reef_Check,11.3254,-74.1646,Atlantic,74.9.52.5W11.19.31.5N,Tropical Atlantic,Netherlands Antilles and south Caribbean,Colombia,Magdalena,Santa Marta,nd,431.5,Exposed,0.0,52.91,23,9,2000,5.0,Fleshy Seaweed,0.0,0.0,0.0,301.78,302.27,299.83,294.89,304.7,1.7,2.0,0.51,1.06,0.0,-3.86,3.61,8,7.67,42,8,3.22,4.34,28.85,3.25,0.42,1.7,-6.96,2.84,-2.01,3,2.7,12,1,1.5,1.79,13.39,0.58,9/23/2000,nd,nd,nd,Degraded
5747,10310698,Reef_Check,6.8906,117.3771,Pacific,117.22.37.4E.6.53.26N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Tigabu Island,nd,5867.74,Sometimes,0.0792,54.17,9,7,2009,10.0,Hard Coral,10.62,0.0,0.0,302.81,303.64,302.11,297.04,305.51,1.22,5.0,0.77,0.87,0.0,-3.56,2.51,14,4.09,20,5,2.07,2.42,14.82,1.9,0.64,1.22,-5.96,2.5,-0.88,7,2.02,9,2,2.06,1.29,9.65,0.63,7/9/2009,nd,nd,nd,Degraded
