Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,Reef_Regime
3583,10314461,Reef_Check,-16.5348,-151.7299,Pacific,151.43.791W.16.32.087S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,314.67,Sheltered,0.0261,52.33,15,10,2017,2.8,Hard Coral,55.62,0.0,0.0,300.92,299.99,300.84,297.58,304.14,1.08,6.0,-0.12,0.7,0.0,-3.28,2.38,9,3.21,14,3,0,1.85,12.52,1.2,-1.95,1.08,-4.36,2.2,-1.09,1,1.61,9,1,0,1.06,9.95,0.35,10/15/2017,nd,nd,nd,Healthy_Coral
7505,10311453,Reef_Check,11.2275,119.3642,Pacific,119.21.51E.11.13.38.9N,Central Indo-Pacific,Sulu Sea,Philippines,Mimaropa,Palawan,nd,439.59,Sheltered,0.0496,52.09,15,3,2013,5.5,Nutrient Indicator Algae,1.25,0.0,1.5,302.21,300.97,301.68,297.83,305.48,1.38,5.0,0.49,0.89,0.0,-3.34,3.45,8,5.76,29,6,2.69,3.88,22.47,2.34,-2.15,1.38,-5.29,2.34,-1.44,2,2.95,11,2,0,2.09,16.05,0.69,3/15/2013,nd,nd,nd,Degraded
4088,10312182,Reef_Check,-3.9977,122.9548,Pacific,122.57.29E.3.89.86S2,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,South East Sulawesi,Konawe Regency,nd,4779.91,Sheltered,0.0,51.03,11,7,2004,10.0,Hard Coral,21.25,0.0,0.0,300.2,300.16,301.94,297.77,305.85,1.19,5.0,-0.39,0.73,0.0,-2.81,3.12,1,3.53,15,3,1.12,1.79,9.77,1.15,-2.73,1.19,-5.11,2.96,-0.94,0,1.28,6,1,0,0.85,4.92,0.33,7/11/2004,nd,nd,nd,Degraded
2159,10321559,Reef_Check,22.5316,114.3136,Pacific,NSCrescentIslandWest,Central Indo-Pacific,Hong Kong,China,Hong Kong,North District,nd,51.5,Sheltered,0.2825,55.21,23,8,2008,3.0,Nutrient Indicator Algae,0.0,0.0,0.0,300.72,301.17,297.04,288.39,310.92,4.24,3.0,-0.74,1.61,0.0,-4.73,9.43,1,6.58,30,10,0,10.9,84.39,5.55,-0.8,4.24,-13.57,8.94,-4.92,0,2.39,9,2,0,2.44,14.89,0.89,8/23/2008,nd,nd,nd,Degraded
1000004,10328866,AGRRA,18.3737,-64.9895,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,US Virgin Islands,St Thomas,USVI St. Thomas: Caret Bay,216.77,Exposed,0.045,46.39,21,5,1998,9.2,nd,0.0,0.0,6.43,300.4,299.17,300.35,297.04,303.96,1.23,8.0,-1.03,0.72,0.0,-3.86,2.74,6,4.44,22,3,3.97,2.18,15.38,1.06,-2.75,1.23,-4.88,2.03,-1.56,0,1.68,9,0,0,1.1,12.18,0.26,5/21/1998,nd,nd,nd,Degraded
7542,10312941,Reef_Check,11.3495,124.1041,Pacific,124.6.14.6E.11.20.58.3N,Central Indo-Pacific,South-east Philippines,Philippines,Central Visayas,Cebu,nd,444.27,Sheltered,0.0703,55.88,14,7,2007,11.0,Hard Coral,29.38,0.0,2.0,302.18,304.39,301.56,296.41,305.6,1.33,3.0,1.92,0.87,0.0,-3.31,2.91,11,5.58,22,6,9.78,3.06,15.74,2.14,1.59,1.33,-6.38,2.79,-1.23,7,2.25,11,1,9.28,1.62,12.13,0.65,7/14/2007,nd,nd,nd,Degraded
194,10315079,Reef_Check,-27.4143,153.5261,Pacific,153.5261E.27.4143S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,1283.4,Exposed,0.0653,47.27,10,9,2017,5.0,Hard Coral,24.38,0.0,1.75,295.89,294.6,296.8,291.54,302.69,2.18,7.0,0.39,0.8,0.0,-3.56,3.02,10,4.48,22,4,7.72,2.34,12.62,1.6,-5.08,2.18,-8.13,3,-2.87,2,1.38,5,0,0,1.05,7.27,0.33,9/10/2017,nd,nd,nd,Degraded
3592,10314672,Reef_Check,-16.5008,-151.7837,Pacific,151.47.022W.16.30.048S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,713.93,Exposed,0.0264,47.68,5,5,2003,5.0,Hard Coral,57.5,0.0,2.0,300.94,301.98,300.88,297.86,304.29,1.06,4.0,0.42,0.67,0.0,-2.94,2.31,4,2.72,13,2,1.51,1.54,9.44,0.92,-0.03,1.06,-4.15,2.27,-1.12,1,1.28,7,0,1.51,0.84,7.66,0.27,5/5/2003,nd,nd,nd,Healthy_Coral
5621,10311187,Reef_Check,4.6022,118.7682,Pacific,118.46.5.4E.4.36.8.1N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,833.06,Sheltered,0.0642,54.54,11,4,2018,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,302.52,301.36,301.89,297.48,305.16,1.01,2.0,-1.13,0.87,0.0,-3.37,3.3,18,4.91,19,6,1.54,2.75,17.29,2.11,-1.32,1.01,-5.19,2.48,-0.78,4,1.71,8,1,0,1.15,7.22,0.5,4/11/2018,nd,nd,nd,Degraded
15522,10313360,Reef_Check,-4.6022,130.0494,Pacific,130.2.58E.4.36.8S,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Maluku,Central Maluku Regency,Tanjung Buton,482.73,Exposed,0.044,46.71,17,3,2019,6.0,Hard Coral,45.62,0.0,0.0,302.06,302.6,301.28,296.04,305.61,1.58,4.0,0.26,0.9,0.0,-3.23,3.25,5,4.3,21,6,0,2.68,13.18,2.26,-0.01,1.58,-6.56,3,-1.32,3,2,9,2,0,1.68,9.25,0.82,3/17/2019,nd,nd,nd,Transitional
12362,10274837,FRRP,24.5371,-81.6347,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,4292.0,Sheltered,0.1203,58.42,17,8,2011,3.6,nd,0.0,0.0,17.58,301.9,303.72,299.7,291.77,306.3,2.72,6.0,0.5,1.06,0.0,-5.4,3.74,7,4.38,25,8,4.33,3.15,17.77,2.88,0.41,2.72,-11.53,2.99,-3.59,2,1.45,7,1,4.06,1.13,9.38,0.39,8/17/2011,nd,nd,nd,Degraded
1212,10323300,Donner,23.764,-76.12,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,Bahamas,Exuma Cays,Norman's Pond Cay,nd,83.18,Sheltered,0.0423,51.1,15,6,1995,17.0,nd,0.0,0.0,30.5,301.8,300.12,299.82,294.26,305.22,2.16,5.0,-1,1,0.0,-3.75,3.49,12,4.88,25,7,7.86,3.09,19.21,2.68,-2.51,2.16,-8.36,2.58,-2.8,1,1.41,6,1,0,1.08,8.6,0.36,6/15/1995,30% of Porites asteroides bleached in April 1991and 80% in October. 30% of Montastraea cf. annularis bleached in August and 15% in October,30% of Porites asteroides bleached in April 1991and 80% in October. 30% of Montastraea cf. annularis bleached in August and 15% in October,Bleaching percentage averaged from code: Moderate (11-50% Bleached),Degraded
8158,10327519,Donner,9.209,99.3818,Pacific,nd,Central Indo-Pacific,Gulf of Thailand,Thailand,Surat Thani,Surat Thani,nd,1311.67,Sheltered,0.5074,48.52,15,4,1998,0.0,nd,0.0,0.0,30.5,303.86,304.8,302.36,297.2,308.16,1.81,1.0,0.84,1,0.0,-4.5,4.88,15,9,43,13,6.12,7.38,51.08,5.74,0.83,1.81,-6.76,4.19,-1.6,2,5.04,24,4,0,4.48,42.42,1.69,4/15/1998,widespread bleaching,widespread bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached),Degraded
7969,10317537,Reef_Check,19.6176,37.287,Red Sea,37.17.13.2E.19.37.3.5N,Western Indo-Pacific,North and central Red Sea,Sudan,Red Sea State,Port Sudan,nd,4719.93,Exposed,0.052,46.82,9,6,2004,7.0,Hard Coral,20.0,0.0,0.0,303.06,302.07,301.28,295.53,307.2,2.37,4.0,-0.21,0.97,0.0,-3.49,3.31,6,6.09,28,7,1.27,3.27,15.96,2.55,-2.09,2.37,-8.63,3.03,-2.87,3,1.78,7,1,0,1.45,10.85,0.51,6/9/2004,nd,nd,nd,Degraded
8060,10311725,Reef_Check,22.345,120.3898,Pacific,120.23.23.31E.22.20.41.87N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,nd,149.29,Sheltered,0.072,58.56,15,10,2014,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,298.47,300.57,299.69,294.35,304.26,2.11,8.0,0.14,0.88,0.0,-5.27,2.65,5,4.49,25,6,2.58,2.41,11.19,2.03,-1.68,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,10/15/2014,nd,nd,nd,Degraded
6457,10326437,Donner,18.634,-87.72,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,PAY10,909.45,Sometimes,0.028,50.37,15,6,2005,5.35,nd,0.0,0.0,33.3,262.15,302.43,300.87,297.48,304.6,1.2,5.0,1.06,1,0.0,-3.24,2.64,4,3,15.25,2.5,2.12,1.56,9.32,0.88,0.18,1.2,-4.76,2.34,-1.37,0.75,1.12,5,0,0,0.82,6.48,0.25,6/15/2005,nd,nd,nd,Degraded
3394,10318126,Reef_Check,-21.1659,55.2819,Indian,55.16.54.95E.21.9.57.38S,Western Indo-Pacific,Mascarene Islands,France,Reunion,Saint-Paul,nd,423.99,Exposed,0.0266,46.28,20,1,2012,13.0,Hard Coral,41.25,0.0,0.0,301.16,301.44,298.8,294.76,303.5,1.84,6.0,0.6,0.66,0.0,-2.37,2.85,16,3.91,17,3,2.48,1.9,10.99,1.01,0.26,1.84,-6.42,2.31,-2.37,2,0.9,3,0,0,0.65,5.01,0.17,1/20/2012,nd,nd,nd,Transitional
3955,10309478,Reef_Check,-5.8864,110.4047,Pacific,110.40467E.5.88647S,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,nd,488.86,Sheltered,0.0,49.35,30,8,2004,3.0,Nutrient Indicator Algae,0.0,0.0,0.0,302.03,300.26,302.06,297.97,305.16,1.04,4.0,-1.13,0.93,0.0,-3.79,3.31,1,5.62,28,6,1.42,3.8,24.43,2.35,-2.47,1.04,-4.75,2.42,-0.66,1,2.94,13,2,1.06,2.06,14.11,0.93,8/30/2004,nd,nd,nd,Degraded
5217,10252,Kumagai,34.161,132.7722,Pacific,nd,Temperate Northern Pacific,Shikoku Japan,Japan,Hiroshima,Kure,nd,51.21,Sheltered,0.1876,56.14,30,6,2008,5.0,nd,0.0,0.0,0.0,297.02,293.02,290.88,282.2,300.48,4.95,5.0,-1.01,1.43,0.0,-5.72,7.88,14,6.43,26,7,0,10.36,88.21,4.02,-4.73,4.95,-15.54,2.73,-6.85,4,1.41,6,0,0,1.02,7.48,0.28,6/30/2008,nd,nd,nd,Degraded
9997,10290545,McClanahan,-19.9789,57.6311,Indian,nd,Western Indo-Pacific,Mascarene Islands,Mauritius,Riviere du Rempart District,Cap Malheureux,ALR/ALBC,731.76,Sheltered,0.0387,54.11,25,3,2016,3.0,nd,89.25,0.0,57.96,299.15,300.41,298.45,294.48,303.41,1.8,8.0,-0.02,0.69,0.0,-2.83,2.7,17,4.5,18,3,6.54,2.28,14,1.14,-0.32,1.8,-6.25,2.67,-2.27,3,0.88,3,0,3.91,0.66,5.19,0.16,3/25/2016,nd,Celine / Emma,nd,Healthy_Coral
3874,10310595,Reef_Check,-8.4353,116.9292,Pacific,116.55.75E.8.26.12S,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,Indonesia,West Nusa Tenggara,Sumbawa Regency,nd,100.99,Sheltered,0.0,40.38,27,4,2003,10.0,Fleshy Seaweed,0.0,0.0,0.0,302.46,302.67,301.69,298.14,305.48,1.18,6.0,-0.02,0.99,0.0,-3.3,4.29,9,5.72,31,8,7.79,3.77,20.72,2.98,-0.04,1.18,-4.56,2.76,-1.01,3,1.83,11,1,1.12,1.21,11.36,0.6,4/27/2003,nd,nd,nd,Degraded
5772,10310628,Reef_Check,7.131,117.1215,Pacific,117.07.29E.07.07.86E,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Banggi Island,nd,219.62,Sheltered,0.0,54.04,24,8,2000,9.0,Hard Coral,21.25,0.0,0.0,302.8,304.75,302.09,296.73,307.82,1.29,4.0,1.81,0.9,0.0,-3.79,5.1,5,4.3,18,6,1.5,3.3,25.06,2.17,1.59,1.29,-6.42,4.65,-1.06,3,2.57,11,2,1.31,2.21,20.85,0.82,8/24/2000,nd,nd,nd,Degraded
3045,10315318,Reef_Check,5.2688,162.9032,Pacific,162.54.194E.5.16.12N,Central Indo-Pacific,Pohnpei and Kosrae Micronesia,Federated States of Micronesia,Kosrae,Infa Yemulil,nd,1205.03,Exposed,0.0247,52.04,5,8,2004,10.0,Nutrient Indicator Algae,0.0,0.0,0.25,302.53,302.81,302.06,298.89,304.92,0.86,4.0,0.48,0.78,0.0,-3.06,2.79,5,4.81,22,5,0,2.5,14.83,1.63,0.18,0.86,-3.74,2.28,-0.56,2,2.26,12,1,0,1.32,11.68,0.53,8/5/2004,nd,nd,nd,Degraded
13784,10276305,FRRP,25.8409,-80.0881,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Miami-Dade County,nd,3077.0,Exposed,0.0684,33.22,23,8,2005,14.3,nd,0.0,0.0,29.17,301.94,302.82,299.7,294.17,304.72,2.14,3.0,0.23,0.82,0.0,-3.42,2.87,3,4,19,5,2.78,2.08,9.45,1.6,0.22,2.14,-8.42,2.11,-2.89,1,0.78,4,0,1.76,0.56,4.16,0.18,8/23/2005,nd,nd,nd,Degraded
999908,10329859,AGRRA,18.4151,-77.0055,Atlantic,nd,Tropical Atlantic,Jamaica,Jamaica,St. Mary Parish,Rio Nuevo Bay,Rio Nuevo West,177.74,Exposed,0.0267,59.56,10,8,2000,11.2,nd,0.0,0.0,1.74,302.6,302.17,301.07,297.86,305.01,1.18,6.0,-0.09,0.67,0.0,-2.94,2.89,4,2.75,12,2,0,1.54,10.28,0.85,-0.46,1.18,-4.76,2.37,-1.55,3,1.25,6,0,0,0.85,6.73,0.24,8/10/2000,nd,nd,nd,Degraded
4434,10320079,Reef_Check,18.4636,-77.3573,Atlantic,77.23.63W.18.27.8N,Tropical Atlantic,Jamaica,Jamaica,St. Ann Parish,Runaway Bay,nd,290.47,Exposed,0.0291,64.8,3,2,2002,3.0,Hard Coral,30.0,0.0,0.0,299.77,300.04,301.07,298.37,304.92,1.16,6.0,0.29,0.67,0.0,-2.87,2.48,1,3.01,12,3,0,1.85,10.8,1,-2.47,1.16,-4.13,2.4,-1.43,1,1.81,7,1,0,1.27,9.36,0.37,2/3/2002,nd,nd,nd,Transitional
5270,10312742,Reef_Check,24.4551,124.1032,Pacific,124.06.11.5E.24.27.18N,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,379.67,Sheltered,0.0,50.23,31,8,1997,3.0,Hard Coral,50.62,0.0,0.0,301.15,301.16,298.93,294.13,305.1,2.46,5.0,-0.69,0.93,0.0,-3.32,3.05,2,6.15,31,7,0,3.29,17.68,2.57,-1.04,2.46,-8.06,2.89,-3.26,0,1.42,6,1,0,1.44,8.23,0.52,8/31/1997,nd,nd,nd,Healthy_Coral
3457,10318581,Reef_Check,16.2399,-61.2852,Atlantic,61.17.6.7W.16.14.23.6N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,France,Guadeloupe,Saint-Francois,nd,637.66,Exposed,0.0421,58.21,8,6,2009,12.0,Nutrient Indicator Algae,32.5,0.0,0.0,300.45,300.47,300.34,296.38,303.96,1.15,6.0,0.28,0.77,0.0,-3.91,3.1,5,5.75,30,4,0,2.67,16.08,1.55,-1.31,1.15,-5.4,2.18,-1.43,0,1.6,9,1,0,1.07,7.91,0.32,6/8/2009,nd,nd,nd,Transitional
1084,10314024,Reef_Check,-18.737,147.2718,Pacific,147.16.310E.18.44.218S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,56186.83,Sheltered,0.0481,44.02,24,4,2004,5.0,Hard Coral,7.5,0.0,0.15,298.14,298.41,299.21,294.05,304.38,2.14,6.0,-1.23,0.81,0.0,-3.11,3.73,3,6.03,32,5,1.3,3.12,18.56,1.88,-3.45,2.14,-7.8,2.51,-2.64,2,1.6,7,1,1.3,1.3,10.43,0.45,4/24/2004,nd,nd,nd,Degraded
3600,10321800,Reef_Check,-16.457,-151.7758,Pacific,NSMotuHaapiti,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Bora Bora,nd,348.51,Sheltered,0.0272,48.84,5,6,2017,1.0,Hard Coral,16.88,0.0,0.0,299.87,301.38,300.84,297.58,304.29,1.07,5.0,0.51,0.7,0.0,-3.04,2.46,8,3.37,15,3,0,1.76,9.64,1.16,-0.59,1.07,-4.38,2.31,-1.12,0,1.41,6,1,0,0.94,6.77,0.33,6/5/2017,nd,nd,nd,Degraded
15529,10313313,Reef_Check,-4.5367,129.9538,Pacific,129.57.13.7E.4.32.12.1S,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Maluku,Central Maluku Regency,Banda Besar 4.4,136.26,Sheltered,0.0433,47.04,2,12,2018,6.0,Nutrient Indicator Algae,0.62,0.0,0.0,302.35,301.47,301.34,296.54,305.48,1.57,2.0,-1.22,0.87,0.0,-3.07,2.9,7,4.84,27,6,2.26,2.75,16.86,2.17,-1.23,1.57,-6.15,2.77,-1.35,2,2.14,12,2,0,1.62,9.11,0.78,12/2/2018,nd,nd,nd,Degraded
1823,10323880,Donner,18.357,-64.589,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United Kingdom,British Virgin Islands,Peter Island,Great Harbour,170.36,Sheltered,0.0499,61.52,15,9,2005,15.0,nd,0.0,0.0,90.0,301.7,303.2,300.29,297.01,304.14,1.23,4.0,1.47,1,0.0,-2.95,2.81,12,4.26,22,3,10.58,2.29,15.15,1.3,1.4,1.23,-4.78,2.33,-1.49,3,1.23,6,0,4.35,0.92,8.57,0.27,9/15/2005,nd,nd,nd,Degraded
2069,10323999,Donner,-27.1667,-109.3333,Pacific,nd,Eastern Indo-Pacific,Easter Island south central Pacific,Chile,Easter Island,Hanga Roa,nd,1579.03,Exposed,0.0214,50.08,15,6,1980,10.0,nd,0.0,0.0,75.0,294.65,nd,295.5,291.45,300.13,1.98,0.0,nd,1,0.0,-2.78,3.61,nd,3.59,20,3,nd,2.15,18.06,1.09,nd,1.98,-6.92,1.75,-2.87,nd,1.2,5,0,nd,0.76,6.67,0.21,6/15/1980,Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months.,Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months.,Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
6485,10326796,Donner,18.66,-87.717,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,PDC05,941.68,Sometimes,0.028,50.37,15,5,2005,6.4,nd,0.0,0.0,25.0,262.15,301.64,300.87,297.48,304.6,1.2,4.0,0.86,1,0.0,-3.24,2.64,2.75,3,15.25,2.5,0.56,1.56,9.32,0.88,-0.6,1.2,-4.76,2.34,-1.37,0.75,1.12,5,0,0,0.82,6.48,0.25,5/15/2005,nd,nd,nd,Degraded
6901,10318180,Reef_Check,26.1625,56.3553,Arabian Gulf,56.21.19E.26.9.45N,Western Indo-Pacific,Gulf of Oman,Oman,Musandam Governorate,Habelein,nd,84.76,Sheltered,1.1635,46.32,20,10,2010,9.0,Hard Coral,21.88,0.0,0.5,299.63,303.7,300.62,292.79,307.54,3.26,3.0,1.87,1.18,0.0,-3.59,3.82,15,7.22,34,9,3.79,5.82,38.07,3.79,-1.06,3.26,-11.97,2.76,-4.14,0,1.53,7,1,0,1.37,12.11,0.42,10/20/2010,nd,nd,nd,Degraded
999601,10330020,AGRRA,21.5592,-82.3137,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Isla de la Juventud,Cayo Campos,Cayo Campos 3 (profundo),867.84,Sometimes,0.0664,59.48,11,3,2001,12.0,nd,0.0,0.0,0.0,299.96,299.19,301.1,295.88,306.29,1.88,5.0,-0.07,0.85,0.0,-3.95,2.8,2,3.87,20,5,0,2.18,10.74,1.73,-4.37,1.88,-7.67,2.73,-2.45,1,1.43,7,1,0,1.18,9.1,0.4,3/11/2001,nd,nd,nd,Degraded
8093,10319347,Reef_Check,-6.7133,39.2883,Indian,6S39E1,Western Indo-Pacific,Kenya and Tanzania coast,Tanzania,Dar es Salaam,Dar es Salaam,nd,1357.89,Exposed,0.0,41.76,20,9,1998,5.0,Hard Coral,10.0,0.0,0.0,299.6,299.2,300.37,296.26,304.66,1.53,5.0,0.37,0.75,0.0,-2.83,2.87,13,3.75,16,3,0,2.17,13.63,1.3,-2.77,1.53,-5.71,2.69,-1.59,8,2,11,1,0,1.49,10.49,0.6,9/20/1998,nd,nd,nd,Degraded
5766,10310632,Reef_Check,7.1167,117.1262,Pacific,117.07.57E.07.07.00N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Banggi Island,nd,1210.68,Sheltered,0.0,54.04,7,9,2000,9.0,Fleshy Seaweed,11.88,0.0,0.0,302.65,302.48,302.12,296.73,307.82,1.28,4.0,-0.33,0.88,0.0,-3.57,4.98,5,4.8,27,6,3.21,2.72,16.15,2.04,-0.75,1.28,-6.5,4.58,-1.1,4,1.85,8,1,2.55,1.33,6.69,0.6,9/7/2000,nd,nd,nd,Degraded
8319,10321312,Reef_Check,10.1222,99.835,Pacific,99.50.099E.10.07.333N,Central Indo-Pacific,Gulf of Thailand,Thailand,Surat Thani,Ko Pha-ngan District,nd,109.09,Sheltered,0.0568,50.27,30,6,2011,4.5,Hard Coral,55.0,0.0,0.0,302.04,304.11,302.0,297.17,306.89,1.37,4.0,1.56,1.01,0.0,-3.57,3.74,4,6.05,25,8,0,4.06,25.94,2.98,0.58,1.37,-6.35,3.35,-1.52,0,2.07,10,1,0,1.92,21.64,0.56,6/30/2011,nd,nd,nd,Healthy_Coral
3330,10316279,Reef_Check,-17.2783,178.4614,Pacific,178.27.686E.17.16.699S,Central Indo-Pacific,Fiji,Fiji,Vatu-i-Ra,nd,nd,23692.53,Sheltered,0.0523,40.66,8,12,2013,5.0,Nutrient Indicator Algae,4.17,0.0,0.0,301.41,301.77,300.0,295.82,303.89,1.5,7.0,1.31,0.82,0.0,-3.16,2.73,11,5.68,26,5,8.34,2.97,16.75,1.88,0.04,1.5,-5.9,2.15,-1.72,1,1.21,6,1,0,0.9,5.55,0.33,12/8/2013,nd,nd,nd,Degraded
2846,10324591,Donner,-1.2239,-90.5017,Pacific,nd,Tropical Eastern Pacific,Galapagos Islands,Ecuador,Galapagos Islands,Floreana Island,nd,2775.36,Exposed,0.0692,50.08,15,3,1998,14.0,nd,0.0,0.0,75.0,298.96,303.64,296.14,288.95,303.64,2.49,3.0,4.44,2,0.0,-4.74,5.9,48,11.19,52,11,50.31,11.08,59.9,5.96,4.44,2.49,-10.25,4.44,-3.05,15,5.31,26,3,33.26,4.97,38.64,1.49,3/15/1998,50% pale; 50% bleached in March. By May 88% bleached,50% pale; 50% bleached in March. By May 88% bleached,Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
3732,10320651,Reef_Check,15.9751,-86.487,Atlantic,86.29.13.1W.15.58.30.35N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Cayos Cochinos,nd,108.03,Sheltered,0.0602,49.45,27,3,2008,6.0,Nutrient Indicator Algae,47.5,0.0,0.0,301.27,300.11,301.17,297.38,305.33,1.3,7.0,-0.7,0.87,0.0,-3.42,3.02,14,4.81,23,6,2.14,2.93,15.43,2.09,-2.55,1.3,-5.27,2.66,-1.48,3,2.23,10,1,0,1.68,10.65,0.62,3/27/2008,nd,nd,nd,Transitional
132,10313647,Reef_Check,-15.9676,145.8196,Pacific,145.49.175E.15.58.545S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,38716.72,Sheltered,0.0781,48.8,14,3,2004,5.0,Hard Coral,53.12,0.0,2.5,300.41,300.54,299.65,295.42,306.1,1.92,9.0,-0.9,0.84,0.0,-3.21,4.62,0,5.8,31,5,0,3.19,18.16,1.9,-1.56,1.92,-6.67,4,-2.44,0,1.51,7,1,0,1.36,9.2,0.48,3/14/2004,nd,nd,nd,Healthy_Coral
1805,10318887,Reef_Check,18.4536,-64.5197,Atlantic,64.31.7W.18.27.8N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United Kingdom,British Virgin Islands,Tortola,nd,844.73,Exposed,0.0,59.77,26,6,2002,3.0,Fleshy Seaweed,0.0,0.0,0.0,300.78,299.92,300.23,296.39,304.02,1.23,7.0,-0.51,0.75,0.0,-2.87,3.31,0,4.83,27,4,0,2.34,16.13,1.32,-1.8,1.23,-5.32,2.29,-1.48,0,1.18,5,0,0,0.76,5.5,0.24,6/26/2002,nd,nd,nd,Degraded
9173,10328511,Donner,25.587,-80.096,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Miami-Dade County,Fowey Rocks,8860.29,Exposed,0.0999,57.13,15,9,2005,3.0,nd,0.0,0.0,80.0,300.85,302.36,299.85,294.51,305.52,2.29,8.0,0.07,1,0.0,-3.77,2.56,3,4.13,20,5,1,2.42,10.8,1.9,-0.64,2.29,-8.48,2.51,-3.14,1,0.98,4,0,1,0.65,4.57,0.19,9/15/2005,nd,nd,nd,Degraded
1602,10323750,Donner,16.802,-87.86,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Belize,Belize Barrier Reef,Glover's Reef Atoll,West Wall Site 2,8489.72,Sheltered,0.1159,49.04,15,11,2005,7.0,nd,0.0,0.0,7.0,299.93,299.79,301.11,297.51,305.6,1.37,9.0,-1.36,1,0.0,-3.05,3.85,12,3.98,18,5,5.27,2.52,14.39,1.81,-2.73,1.37,-5,3.07,-1.39,4,1.78,7,1,5.2,1.52,9.21,0.67,11/15/2005,nd,nd,nd,Degraded
